content,score,Label
Nnsj ahs ka,4,positif
"Bagus bgt pesan melalui Whatsapp. Tp knp ya, Whatsapp saya ga bisa didownload...",5,positif
Mantap,5,positif
Bagus,5,positif
"sebenarnya aplikasi whatsapp ini sudah bagus, cuman saya berharap untuk kedepannya di fitur voice note di status itu ada fitur penguncian voice note agar saat kita melakukan voice note di status whatsapp tidak merasa pegal saat harus menekan tombol voice note",3,netral
Aplikasi nya makin bagus Aplikasi chat terbaik,5,positif
Sangat benar benar lucu,4,positif
Ko wa saya for close ya?,5,positif
WA adain fitur ngelive dong hahahaha seru tuh kayanya hahahaha,5,positif
Sanggar baik,5,positif
Knpa helo mau d tutup,5,positif
Ok,4,positif
Bgus,4,positif
Garena. Terbaik. 7,1,negatif
Saya sangat sukai ini aplikasi karna bisa mencet teman sangat berguna sekali,5,positif
Apk nya bagus,5,positif
"Sangat membantu, tapi kenapa WhatsApp saya Gk bisa di download",4,positif
Mantap,5,positif
"dikurangi 2 bintang, karna yang kurang dari whatsapp nya itu harus di update sesuai waktu jika tidak aplikasi nya tidak bisa dibuka.",3,netral
Agak kecewa sedikit ya pake WhatsApp baru saya mau APUS chat satu persatu aja nggak bisa ini gimana udah saya coba berkali kali tapi GK bisa minta tolong sekali ya sebisa mungkin diperbaiki lagi dan kualitasnya ditambah kan terimakasih,2,positif
Ok bagus,5,positif
Aplikasi WA lagi bug yah? Kita ngrubah nama trs kontak yg lain juga ikutan berubah,1,negatif
Keren,5,positif
"Kalo bisa update kedepannya emoji, mirip sama IOS/Tiktok.",3,netral
WhatsApp M,5,positif
Mantapp 👍🏻,5,positif
👍👍👍👍👍👍,5,positif
Bgs banget ini bisa chat an sama siapa aja + vidcall pokoknya aku kasih rate ∞/10,5,positif
Do,3,netral
Aky suka wa,5,positif
bagus bangget,5,positif
Aplikasinya bagus cuma pas mau bikin status Poto di bagian pilih efek kalo di teken itu langsung ke pengaturan privasi status. Tolong di perbaiki🙏🙏,3,netral
Ndik kruan,5,positif
masyallah bagus WA nya,5,positif
Gpp,4,positif
"Beberapa Minggu di blokir WhatsApp, sudah melakukan tinjauan ulang dan kirim email tapi tidak ada hasilnya. Padahal WhatsApp digunakan sebagai komunikasi pekerjaan bukan untuk hal yg tidak ada gunanya. Tolong WhatsApp buka akun WhatsApp saya",1,negatif
Suka,5,positif
Kenapa tidak bisa mengisntal WA pada samsungJ3??,2,positif
memuaskan,5,positif
Tidak Ada pngalaman,5,positif
Mantap memudahkan untuk cari informasi,5,positif
Agus,5,positif
Apk nya bgs sii aku sukaa,5,positif
Mantap,3,netral
kurang baik sering macet,1,negatif
Kenapa no saya kena blokir WhatsApp,1,negatif
"WhatsApp makin ke sini makin ke sana,mau liat status sendiri aja gak bisa apalagi liat status orang,liat video di galeri WhatsApp aja udah gak bisa, blog",1,negatif
"min kapan ada fitur pespa warna merah,gw pengen pespa kukuh 🛵🥺",1,negatif
Sangat bagus,5,positif
Tolong tambahin fitur terakhir kali dilihat/online,5,positif
Saya bisa berkomunikasi dengan orng yg saya rindukan makasih whatsapp saya jdi tenang,5,positif
LP,5,positif
Oke..,3,netral
"Wa saya kena blokir, udah 24 jam, kenapa yah?",3,netral
Tolong perbaiki WhatsApp nya semakin aneh masa upload status video cepat sendiri 🙏,2,positif
top wa,5,positif
baikkk,1,negatif
"Mohon maaf nih tolong WA kalau upload status jangan diturunkan kualitasnya malah burem, terus tolong durasi upload status dipanjangin bukan cuma 30 detik.",2,positif
"Kualitas foto dan video saat diunggah ke status selalu burem,gak banget sumpah",2,positif
kak kapan ada fitur baru pespa warna merah,3,netral
Kamu bisa gk gausa kebanyakan bug gitu 😡🤬 nanti aku berpaling ke line loh😇,5,positif
Ok,5,positif
tambahin emot paus orca dong,4,positif
Bagus,5,positif
buka blokir akun saya saya akan bertanggung jawab dan menuruti mengikuti aturan layanan ketentuan whatsapp,1,negatif
Kenpa dikit2 update payah,2,positif
Bagus,5,positif
Tingkat kan,5,positif
Sistem sidik jari kurang akurat,3,netral
sangat menarik juga bagus,5,positif
Sip memudahkan,5,positif
Sangat hebat dan canggih,5,positif
Selamat siang,5,positif
Tolong update sekarang,3,netral
Ok mantab,4,positif
Yg hina wa mendingan ga usah donwload deh lo tu yg hina lo ga bisa kan buat apl nah jangan hina hina ciptaan manusia dong,5,positif
mantap selalau membantu,5,positif
Makin nge bug bukan makin bagus,1,negatif
Iya,5,positif
Setiap update ngga bisa lihat status video orang lain,1,negatif
WhatsApp saya tiba tiba dblokir tidak tau sebabnya tolong dibantu,1,negatif
Wasap,5,positif
"Tambah g jelas aplikasinya banyak bug, ada tlp wa, malah g muncul di layar, aneh",1,negatif
Apk nya bagus banget,5,positif
Bagus,5,positif
Mantab,5,positif
Sekarang kalo vc gambarnya muter-muter,1,negatif
Bgs sekali,5,positif
Ko kalo bikin status suka pecah atau burik ?berikan solusinya,5,positif
. Ee,2,positif
Bagus,5,positif
Bagaimana cara saya melihat pesan dari seseorang yang sudah di hapus sebelum saya membacanya???,5,positif
"Seru bangat,,,!!!!!!!!!!!!!! ¡!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! ¡!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! ¡!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!?!!!!!!!! 2+📍782- lahirnya 3826",5,positif
Ok mantap pokokny josss bingiiiiiit,5,positif
Insya Allah sllu jadi apps yg akurat terperinci tepat sasaran,5,positif
"Ini Wa Knpa,Pas Vc Kelamaan2 Langsung Ga Bisa di Stntuh,stelah Itu Langsung kluar Dari wa Nya Knpa Ya?",1,negatif
Main epep seruuuuu,5,positif
Bokep,5,positif
Kenapa wa nya kayak gini mau di apdate gak bisa,5,positif
Wow,5,positif
Masak org ngcat gk Adak nampak notit Nelpn pun sama gk tau siapa yang nlpn gk muncul nama nya klk gk bukak aplikasi nya,1,negatif
Di perbarui malah susah kirim foto loading terus padahal pakai WiFi Loh,1,negatif
Mungkin karena ada salah dlm memencet tombol maka aplikasi WA menjadi hilang.,1,negatif
Tolong tambahin fitur berapa kali seseorang liat status wa kita,5,positif
Bagus tapi kenapa ada garis-garisnya...,4,positif
👍👍👍👍👍👍👍👍,5,positif
"Good , Bagus",5,positif
Kualitas pas up video stts jdi jelek,1,negatif
Ok,5,positif
Untuk video kenapa jadi buram pdhl udah setting hd tp di wa masih ttp buram.. this is bad application,1,negatif
di perbarui malah tambah gak karuan .🥲,1,negatif
Good,5,positif
Untuk pengiriman video/foto ke setatus wa tolong kualitas di stabilkan karena sangat menggangu bagi pengguna dan knp untuk pengiriman file / dokumen dll tolong untuk dikembalikan pengaturan seperti dulu,2,positif
Apa cuman aku yg ngerasa klo lagi vc suda terjeda*?,1,negatif
Apk ga guna parah........................................................................................................................................................................................... Tapi boong apk nya bagus banget bisa buat pacaran wkwkwk,5,positif
Sangat baik,5,positif
Buruk,5,positif
"Ini kok WA makin menurun bgt sih, apalagi kualitas gambar dan video nya, makin buram, pengiriman dokumen harus satu per satu, tolong dong di tingkatkan kek dulu lagi kualitas nya",2,positif
min untuk story wa gambar atau video tolong di kasih editan seperti di IG biar lebih gampang kita membuat story,5,positif
Klo. Bisa. Pembuatan. Stiker. Dan. Buat. Fb. Jgnan. Di. Isi. Email. Slm. Kenal. Dari. Bali. /ft. Yg. Di. Edit. Buat. Yg. Gampang2dan. Indah.. Maaf. Mks.,3,netral
"Tambahin fitur nya dong kak supaya makin kece gitu,dah bagusss banget aplikasi WhatsApp ini,saya sukaaaaa",5,positif
Bagus 😎👍😘 pokoknya harus donlod cuma masa sih kalau mau kirim status harus pake sinyal sama paket harus gratis lah,5,positif
Penyematan mohon ditmbahi jadi 10 .. 3 terlalu sedikit...,5,positif
Beri yg baik terimakasih,4,positif
Sangat bgus tapi update terus,5,positif
Jika Video Call... Dan layarnya di perkecil. Maka akan berkedip-kedip gambarnya.,3,netral
WhatsApp tolol semwa ilang gara gara pulihkan chat anjjjjjing,1,negatif
good,5,positif
"Tolong tambahkan fitur untuk statusnya bisa menyiarkan otomatis lagu apa yang sedang kita dengarkan, seperti status bbm dulu .....pasti tmbah mantabb....",4,positif
Bagus sekali,3,netral
Ok,5,positif
"makin kesini makin kacau, masa update story berupa video malah kluar suara doang, videonya ilang, kaga jelas anjir nih apk",1,negatif
Boleeee,5,positif
Aplikasi whatsapp ini lumayan bagus setelah update Terima kasih pihak whatsapp 👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻,4,positif
Saya sangat kecewa dengan kualitas foto/video story sangat buram mohon untuk pihak terkait agar ditingkatkan lagi.,1,negatif
Susah masuk ke device yg lain klo pake qr,2,positif
Sudah naik sekarang,4,positif
Apik,5,positif
Sangat sangat,5,positif
Sangat bagus,1,negatif
Terlalu byak updet,2,positif
Wa apakah hrs kita update selalu ???,4,positif
Ketuk bintang disinni,5,positif
"Vh ,",5,positif
"Sepertinya WA pilih kasih antara i-Phone dengan Android. Krn untuk story video Android kompresi file mnjadi video terlihat buruk. Berbeda dgn iPhones walaupun video di kompres menjadi lebih kecil tp ttp msh bs bgus. Seolah WA ingin menunjukkan klo video iPhones lebih bagus. Y wajar krn WA dan iPhones dr 1 negara, mungkin bagian propaganda mereka. Who knows..😏",2,positif
Tolong lah diperbaiki masa untuk mengupload vidio di status jadi pecah padahal di galeri baguss,3,netral
Mantappp,5,positif
mohon ditambah fitur video screen call kak... 😄,5,positif
"Jd orang harus bisa mbawahak dan martabat. Jangan mancing , jangn mengundang",3,netral
Berguna,5,positif
Makasih,5,positif
